"stock_code","StockKeyDescription","YearOfLastAssessment","DataCategory","AdviceCategory","advice_url","Blim2013","Blim2014","Blim2015","Blim2016","Blim2017","Blim2018","BMSY2011","BMSY2012","BMSY2013","BMSY2014","BMSY2015","BMSY2016","BMSY2017","BMSY2018","BPA2011","BPA2012","BPA2013","BPA2014","BPA2015","BPA2016","BPA2017","BPA2018","FMGT2011","FMGT2012","FMGT2013","FMGT2014","FMGT2015","FMGT2016","FMGT2017","FMSY2011","FMSY2012","FMSY2013","FMSY2014","FMSY2015","FMSY2016","FMSY2017","FPA2011","FPA2012","FPA2013","FPA2014","FPA2015","FPA2016","FPA2017","FQual2011","FQual2012","FQual2013","FQual2014","FQual2015","FQual2016","FQual2017","SSBMGT2011","SSBMGT2012","SSBMGT2013","SSBMGT2014","SSBMGT2015","SSBMGT2016","SSBMGT2017","SSBMGT2018","SSBQual2011","SSBQual2012","SSBQual2013","SSBQual2014","SSBQual2015","SSBQual2016","SSBQual2017"
"bss.27.6a7bj","Seabass (Dicentrarchus labrax) in divisions 6.a, 7.b, and 7.j (West of Scotland,  West of Ireland, eastern part of southwest of Ireland)","2017","6","PA","<a href=http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2017/2017/bss.27.6a7bj.pdf target=""_blank"" title=""Click here for the most recent advice"">bss.27.6a7bj</a>","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","UNDEFINED","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","UNDEFINED","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY"
"rjf-celt","Shagreen ray (Leucoraja fullonica) in subareas 6-7 (West of Scotland, southern Celtic Seas, English Channel)","2016","5","PA","<a href=http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2016/2016/rjf-celt.pdf target=""_blank"" title=""Click here for the most recent advice"">rjf.27.67</a>","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","UNDEFINED","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","UNDEFINED","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY"
"rje-ech","Small-eyed ray (Raja microocellata) in divisions 7.d and 7.e (English Channel)","2016","5","PA","<a href=http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2016/2016/rje-ech.pdf target=""_blank"" title=""Click here for the most recent advice"">rje.27.7de</a>","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","UNDEFINED","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","UNDEFINED","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY"
"rje-7fg","Small-eyed ray (Raja microocellata) in divisions 7.f and 7.g (Bristol Channel, Celtic Sea North)","2016","3","PA","<a href=http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2016/2016/rje-7fg.pdf target=""_blank"" title=""Click here for the most recent advice"">rje.27.7fg</a>","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","UNDEFINED","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","UNDEFINED","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREY","GREY","qual_DOWN","qual_UP","qual_UP","GREY","GREY"
"sdv.27.nea","Smooth-hound (Mustelus spp.) in subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)","2017","3","PA","<a href=http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2017/2017/sdv.27.nea.pdf target=""_blank"" title=""Click here for the most recent advice"">sdv.27.nea</a>","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","UNDEFINED","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","UNDEFINED","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREY","GREY","qual_UP","qual_DOWN","qual_UP","GREY"
"sol.27.7fg","Sole (Solea solea) in divisions 7.f and 7.g (Bristol Channel, Celtic Sea)","2017","1","MSY","<a href=http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2017/2017/sol.27.7fg.pdf target=""_blank"" title=""Click here for the most recent advice"">sol.27.7fg</a>","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREEN","GREEN","GREEN","GREY","GREY","GREY","GREY","GREY","GREEN","GREEN","GREEN","GREY","GREY","GREY","GREY","UNDEFINED","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREY","RED","RED","RED","GREY","GREY","GREY","GREY","ORANGE","GREEN","ORANGE","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","UNDEFINED","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY"
"sol.27.7e","Sole (Solea solea) in Division 7.e (western English Channel)","2017","1","MSY","<a href=http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2017/2017/sol.27.7e.pdf target=""_blank"" title=""Click here for the most recent advice"">sol.27.7e</a>","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREEN","GREEN","GREEN","GREY","GREY","GREY","GREY","GREY","GREEN","GREEN","GREEN","GREY","GREY","GREY","GREY","UNDEFINED","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREY","GREEN","GREEN","GREEN","GREY","GREY","GREY","GREY","GREEN","GREEN","GREEN","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","UNDEFINED","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY"
"sol.27.20-24","Sole (Solea solea) in subdivisions 20-24 (Skagerrak and Kattegat, western Baltic Sea)","2017","1","MSY","<a href=http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2017/2017/sol.27.20-24.pdf target=""_blank"" title=""Click here for the most recent advice"">sol.27.20-24</a>","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","RED","RED","RED","GREY","GREY","GREY","GREY","GREY","ORANGE","ORANGE","ORANGE","GREY","GREY","GREY","GREY","UNDEFINED","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREY","GREEN","GREEN","GREEN","GREY","GREY","GREY","GREY","GREEN","GREEN","GREEN","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","UNDEFINED","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY"
"sol.27.8ab","Sole (Solea solea) in divisions 8.a-b (northern and central Bay of Biscay)","2017","1","MSY","<a href=http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2017/2017/sol.27.8ab.pdf target=""_blank"" title=""Click here for the most recent advice"">sol.27.8ab</a>","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","RED","GREEN","GREEN","GREY","GREY","GREY","GREY","GREY","ORANGE","GREEN","GREEN","GREY","GREY","GREY","GREY","UNDEFINED","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREY","RED","RED","RED","GREY","GREY","GREY","GREY","ORANGE","GREEN","GREEN","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","UNDEFINED","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY"
"sol.27.7d","Sole (Solea solea) in Division 7.d (eastern English Channel)","2017","1","MSY","<a href=http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2017/2017/sol.27.7d.pdf target=""_blank"" title=""Click here for the most recent advice"">sol.27.7d</a>","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","RED","RED","RED","GREY","GREY","GREY","GREY","GREY","ORANGE","ORANGE","ORANGE","GREY","GREY","GREY","GREY","UNDEFINED","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREY","RED","RED","GREEN","GREY","GREY","GREY","GREY","ORANGE","ORANGE","GREEN","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","UNDEFINED","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY"
"sol-iris","Sole (Solea solea) in Division 7.a (Irish Sea)","2016","1","MSY","<a href=http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2016/2016/sol-iris.pdf target=""_blank"" title=""Click here for the most recent advice"">sol.27.7a</a>","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY"
"sol.27.4","Sole (Solea solea) in Subarea 4 (North Sea)","2017","1","MP","<a href=http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2017/2017/sol.27.4.pdf target=""_blank"" title=""Click here for the most recent advice"">sol.27.4</a>","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREEN","GREEN","GREEN","GREY","GREY","GREY","GREY","GREY","GREEN","GREEN","GREEN","GREY","GREY","GREY","GREY","RED","RED","RED","GREY","GREY","GREY","GREY","RED","RED","RED","GREY","GREY","GREY","GREY","GREEN","GREEN","GREEN","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREEN","GREEN","GREEN","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY"
"sol.27.7bc","Sole (Solea solea) in divisions 7.b and 7.c (West of Ireland)","2017","6","PA","<a href=http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2017/2017/sol.27.7bc.pdf target=""_blank"" title=""Click here for the most recent advice"">sol.27.7bc</a>","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","UNDEFINED","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","UNDEFINED","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY"
"sol.27.7h-k","Sole (Solea solea) in Divisions 7.h-k (Celtic Sea South, southwest of Ireland)","2017","3","PA","<a href=http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2017/2017/sol.27.7h-k.pdf target=""_blank"" title=""Click here for the most recent advice"">sol.27.7h-k</a>","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREEN","GREEN","GREEN","GREY","GREY","GREY","GREY","GREY","GREEN","GREEN","GREEN","GREY","GREY","GREY","GREY","UNDEFINED","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREY","GREEN","GREEN","GREEN","GREY","GREY","GREY","GREY","GREEN","GREEN","GREEN","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","UNDEFINED","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY"
"sol.27.8c9a","Sole (Solea solea) in divisions 8.c and 9.a (Cantabrian Sea and Atlantic Iberian waters)","2017","5","PA","<a href=http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2017/2017/sol.27.8c9a.pdf target=""_blank"" title=""Click here for the most recent advice"">sol.27.8c9a</a>","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","UNDEFINED","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","UNDEFINED","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY"
"rjm-7aeh","Spotted ray (Raja montagui) in divisions 7.a and 7.e-h (southern Celtic Seas and western English Channel)","2016","3","PA","<a href=http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2016/2016/rjm-7aeh.pdf target=""_blank"" title=""Click here for the most recent advice"">rjm.27.7ae-h</a>","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","UNDEFINED","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","qual_RED","GREY","GREY","GREY","GREY","GREY","GREY","UNDEFINED","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREY","GREY","qual_DOWN","qual_DOWN","qual_UP","GREY","GREY"
"rjm-67bj","Spotted ray (Raja montagui) in Subarea 6 and divisions 7.b and 7.j (West of Scotland, west and southwest of Ireland)","2016","3","PA","<a href=http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2016/2016/rjm-67bj.pdf target=""_blank"" title=""Click here for the most recent advice"">rjm.27.67bj</a>","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","UNDEFINED","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","UNDEFINED","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREY","GREY","qual_UP","qual_UP","qual_DOWN","GREY","GREY"
"rjm.27.3a47d","Spotted ray (Raja montagui) in Subarea 4 and Divisions 3.a and 7.d (North Sea, Skagerrak, Kattegat, and eastern English Channel)","2017","3","PA","<a href=http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2017/2017/rjm.27.3a47d.pdf target=""_blank"" title=""Click here for the most recent advice"">rjm.27.3a47d</a>","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","UNDEFINED","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","UNDEFINED","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREY","GREY","qual_UP","qual_DOWN","qual_STEADY","GREY"
"rjm-bisc","Spotted ray (Raja montagui) in  Subarea 8 (Bay of Biscay)","2016","3","PA","<a href=http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2016/2016/rjm-bisc.pdf target=""_blank"" title=""Click here for the most recent advice"">rjm.27.8</a>","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","UNDEFINED","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","UNDEFINED","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREY","GREY","GREY","GREY","qual_DOWN","GREY","GREY"
"rjm-pore","Spotted ray (Raja montagui) in Division 9.a (Atlantic Iberian waters)","2016","3","PA","<a href=http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2016/2016/rjm-pore.pdf target=""_blank"" title=""Click here for the most recent advice"">rjm.27.9a</a>","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","UNDEFINED","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","UNDEFINED","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREY","GREY","GREY","qual_UP","qual_UP","GREY","GREY"
"spr.27.3a","Sprat (Sprattus sprattus) in Division 3.a (Skagerrak and Kattegat)","2017","3","PA","<a href=http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2017/2017/spr.27.3a.pdf target=""_blank"" title=""Click here for the most recent advice"">spr.27.3a</a>","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY"
"spr.27.67a-cf-k","Sprat (Sprattus sprattus) in Subarea 6 and Divisions 7.a-c and 7.f-k (West of Scotland, southern Celtic Seas)","2017","5","PA","<a href=http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2017/2017/spr.27.67a-cf-k.pdf target=""_blank"" title=""Click here for the most recent advice"">spr.27.67a-cf-k</a>","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","UNDEFINED","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","UNDEFINED","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY"
"spr.27.22-32","Sprat (Sprattus sprattus) in Subdivisions 22-32 (Baltic Sea)","2017","1","MSY","<a href=http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2017/2017/spr.27.22-32.pdf target=""_blank"" title=""Click here for the most recent advice"">spr.27.22-32</a>","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREEN","GREEN","GREEN","GREY","GREY","GREY","GREY","GREY","GREEN","GREEN","GREEN","GREY","GREY","GREY","GREY","RED","RED","GREEN","GREY","GREY","GREY","GREY","RED","RED","GREEN","GREY","GREY","GREY","GREY","ORANGE","GREEN","GREEN","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREEN","GREEN","GREEN","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY"
"spr.27.4","Sprat (Sprattus sprattus) in Subarea 4 (North Sea)","2017","1","MSY","<a href=http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2017/2017/spr.27.4.pdf target=""_blank"" title=""Click here for the most recent advice"">spr.27.4</a>","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREEN","GREEN","GREEN","GREY","GREY","GREY","GREY","GREY","GREEN","GREEN","GREEN","GREY","GREY","GREY","GREY","UNDEFINED","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","UNDEFINED","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY"
"spr.27.7de","Sprat (Sprattus sprattus) in divisions 7.d and 7.e (English Channel)","2017","3","PA","<a href=http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2017/2017/spr.27.7de.pdf target=""_blank"" title=""Click here for the most recent advice"">spr.27.7de</a>","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","UNDEFINED","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","qual_STEADY","qual_STEADY","qual_UP","GREY","GREY","GREY","GREY","UNDEFINED","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREY","GREY","qual_STEADY","qual_DOWN","qual_DOWN","GREY"
"dgs-nea","Spurdog (Squalus acanthias) in Subareas 1-10, 12 and 14 (the Northeast Atlantic and adjacent waters)","2016","1","MSY/PA","<a href=http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2016/2016/dgs-nea.pdf target=""_blank"" title=""Click here for the most recent advice"">dgs.27.nea</a>","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","RED","RED","RED","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","UNDEFINED","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREY","GREEN","GREEN","GREEN","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","UNDEFINED","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY"
"rjr-234","Starry ray (Amblyraja radiata) in Subareas 2 and 4, and Division 3.a  (Norwegian Sea, North Sea, Skagerrak and Kattegat)","2015","3","PA","<a href=http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2015/2015/rjr-234.pdf target=""_blank"" title=""Click here for the most recent advice"">rjr.27.23a4</a>","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","UNDEFINED","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","UNDEFINED","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREY","GREY","qual_DOWN","qual_DOWN","qual_STEADY","GREY","GREY","GREY"
"mur.27.3a47d","Striped red mullet (Mullus surmuletus) in Subarea 4 and divisions 7.d and 3.a (North Sea, eastern English Channel, Skagerrak and Kattegat)","2017","3","PA","<a href=http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2017/2017/mur.27.3a47d.pdf target=""_blank"" title=""Click here for the most recent advice"">mur.27.3a47d</a>","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","UNDEFINED","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREY","RED","RED","RED","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","UNDEFINED","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREY","UNDEFINED","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREY","GREY","qual_UP","qual_UP","qual_DOWN","GREY"
"mur.27.67a-ce-k89a","Striped red mullet (Mullus surmuletus) in subareas 6 and 8, and in divisions 7.a-c, 7.e-k, and 9.a (North Sea, Bay of Biscay, southern Celtic Seas, and Atlantic Iberian waters)","2017","5","PA","<a href=http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2017/2017/mur.27.67a-ce-k89a.pdf target=""_blank"" title=""Click here for the most recent advice"">mur.27.67a-ce-k89a</a>","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","UNDEFINED","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","UNDEFINED","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY"
"rjc-7afg","Thornback ray (Raja clavata) in divisions 7.a and 7.f-g (Irish Sea, Bristol Channel, Celtic Sea North)","2016","3","PA","<a href=http://www.ices.dk/sites/pub/Publication%20Reports/Advice/2016/2016/rjc-7afg.pdf target=""_blank"" title=""Click here for the most recent advice"">rjc.27.7afg</a>","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","UNDEFINED","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","GREY","qual_GREEN","GREY","GREY","GREY","GREY","GREY","GREY","UNDEFINED","UNDEFINED","UNDEFINED","GREY","GREY","GREY","GREY","GREY","qual_UP","qual_DOWN","qual_UP","GREY","GREY"
